Team,TeamID,Season,Points,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,Games,Target
UAB,1412,2005,77.80645161290323,27.483870967741936,60.41935483870968,6.580645161290323,18.677419354838708,16.258064516129032,23.29032258064516,11.741935483870968,21.258064516129032,15.67741935483871,13.387096774193548,11.774193548387096,3.064516129032258,19.35483870967742,31.0,1
Utah,1428,2005,67.36666666666666,23.7,46.6,4.333333333333333,11.766666666666667,15.633333333333333,21.366666666666667,10.633333333333333,23.333333333333332,14.433333333333334,14.433333333333334,5.933333333333334,2.8333333333333335,14.466666666666667,30.0,1
Wake Forest,1448,2005,84.70967741935483,29.193548387096776,59.25806451612903,7.548387096774194,18.64516129032258,18.774193548387096,27.387096774193548,13.96774193548387,25.677419354838708,15.870967741935484,14.548387096774194,8.612903225806452,3.6451612903225805,19.29032258064516,31.0,1
Washington,1449,2005,86.2258064516129,31.516129032258064,65.09677419354838,7.451612903225806,19.096774193548388,15.741935483870968,21.483870967741936,15.064516129032258,22.451612903225808,19.35483870967742,14.612903225806452,8.35483870967742,2.6129032258064515,20.677419354838708,31.0,1
West Virginia,1452,2005,70.2258064516129,24.483870967741936,55.354838709677416,8.935483870967742,25.64516129032258,12.32258064516129,16.677419354838708,9.903225806451612,20.774193548387096,16.193548387096776,11.387096774193548,8.161290322580646,3.7419354838709675,14.64516129032258,31.0,1
WI Milwaukee,1454,2005,73.88888888888889,25.59259259259259,58.148148148148145,7.7407407407407405,22.37037037037037,14.962962962962964,21.37037037037037,13.333333333333334,23.296296296296298,13.518518518518519,13.666666666666666,8.296296296296296,3.5185185185185186,19.444444444444443,27.0,1
Bucknell,1137,2005,63.58064516129032,21.258064516129032,47.74193548387097,6.612903225806452,17.580645161290324,14.451612903225806,20.70967741935484,9.35483870967742,22.419354838709676,12.451612903225806,15.774193548387096,8.0,3.0,18.870967741935484,31.0,1
Connecticut,1163,2005,78.62068965517241,27.96551724137931,60.758620689655174,5.137931034482759,14.620689655172415,17.551724137931036,25.17241379310345,15.689655172413794,30.448275862068964,17.413793103448278,15.206896551724139,6.172413793103448,9.137931034482758,15.827586206896552,29.0,1
Duke,1181,2005,79.76666666666667,26.533333333333335,59.166666666666664,8.966666666666667,23.3,17.733333333333334,24.9,13.5,24.933333333333334,13.2,13.6,8.766666666666667,6.866666666666666,18.433333333333334,30.0,1
Florida,1196,2005,76.86666666666666,26.766666666666666,54.833333333333336,7.666666666666667,19.5,15.666666666666666,22.4,11.5,25.833333333333332,15.033333333333333,13.633333333333333,7.033333333333333,4.466666666666667,18.2,30.0,1
Georgia Tech,1210,2005,74.56666666666666,26.7,58.93333333333333,5.9,17.933333333333334,15.266666666666667,22.233333333333334,12.766666666666667,26.7,14.966666666666667,15.3,8.266666666666667,5.3,20.133333333333333,30.0,1
Iowa St,1235,2005,68.37931034482759,25.24137931034483,57.241379310344826,3.689655172413793,12.586206896551724,14.206896551724139,20.551724137931036,11.758620689655173,23.20689655172414,14.241379310344827,12.931034482758621,9.482758620689655,3.793103448275862,16.689655172413794,29.0,1
Louisville,1257,2005,80.54838709677419,26.548387096774192,57.12903225806452,9.64516129032258,23.903225806451612,17.806451612903224,24.451612903225808,12.709677419354838,26.419354838709676,15.935483870967742,14.387096774193548,9.064516129032258,3.935483870967742,18.580645161290324,31.0,1
Michigan St,1277,2005,78.07142857142857,27.714285714285715,55.892857142857146,6.857142857142857,19.035714285714285,15.785714285714286,20.357142857142858,11.857142857142858,24.178571428571427,17.857142857142858,13.857142857142858,7.714285714285714,2.6785714285714284,19.285714285714285,28.0,1
Mississippi St,1280,2005,72.4375,25.5625,57.46875,5.8125,17.5,15.5,23.28125,14.5,26.46875,14.15625,15.125,6.9375,3.21875,15.4375,32.0,1
NC State,1301,2005,73.84375,25.1875,54.875,8.46875,22.9375,15.0,21.5625,11.09375,21.4375,15.3125,12.28125,7.0625,4.34375,18.84375,32.0,1
North Carolina,1314,2005,88.7741935483871,30.451612903225808,61.354838709677416,7.387096774193548,18.451612903225808,20.483870967741936,27.870967741935484,13.774193548387096,26.548387096774192,19.322580645161292,16.677419354838708,10.387096774193548,3.838709677419355,18.129032258064516,31.0,1
Oklahoma St,1329,2005,78.10344827586206,27.724137931034484,55.86206896551724,7.068965517241379,17.20689655172414,15.586206896551724,20.17241379310345,11.379310344827585,22.82758620689655,16.620689655172413,13.862068965517242,6.9655172413793105,2.689655172413793,18.551724137931036,29.0,1
S Illinois,1356,2005,66.875,24.96875,55.65625,5.90625,16.09375,11.03125,14.78125,11.3125,21.65625,13.40625,12.8125,8.875,2.875,19.1875,32.0,1
Vermont,1436,2005,72.6,25.366666666666667,57.43333333333333,8.5,23.6,13.366666666666667,18.566666666666666,12.033333333333333,25.866666666666667,15.8,11.866666666666667,6.733333333333333,1.9,15.833333333333334,30.0,1
Villanova,1437,2005,73.75862068965517,25.482758620689655,57.51724137931034,7.103448275862069,19.24137931034483,15.689655172413794,21.17241379310345,14.275862068965518,22.586206896551722,12.379310344827585,12.620689655172415,8.241379310344827,5.689655172413793,18.413793103448278,29.0,1
Wisconsin,1458,2005,67.16666666666667,23.2,53.06666666666667,7.233333333333333,18.766666666666666,13.533333333333333,20.266666666666666,10.5,24.566666666666666,13.066666666666666,11.466666666666667,5.466666666666667,1.9666666666666666,15.333333333333334,30.0,1
Alabama,1104,2006,69.96551724137932,24.517241379310345,54.06896551724138,5.517241379310345,16.24137931034483,15.413793103448276,21.82758620689655,12.517241379310345,24.482758620689655,12.206896551724139,13.517241379310345,6.344827586206897,5.0344827586206895,13.827586206896552,29.0,1
Boston College,1130,2006,74.53125,26.375,53.90625,6.0,16.09375,15.78125,23.5,13.03125,22.15625,17.8125,13.3125,5.9375,4.28125,16.5,32.0,1
Duke,1181,2006,82.51515151515152,27.757575757575758,56.15151515151515,7.818181818181818,19.757575757575758,19.181818181818183,25.21212121212121,9.545454545454545,23.363636363636363,15.363636363636363,13.393939393939394,9.545454545454545,5.424242424242424,17.484848484848484,33.0,1
Florida,1196,2006,79.27272727272727,27.636363636363637,54.39393939393939,7.393939393939394,18.757575757575758,16.606060606060606,22.606060606060606,10.606060606060606,24.636363636363637,17.03030303030303,14.878787878787879,8.030303030303031,4.9393939393939394,16.12121212121212,33.0,1
G Washington,1203,2006,78.96428571428571,28.321428571428573,60.0,5.964285714285714,16.821428571428573,16.357142857142858,25.5,13.821428571428571,24.357142857142858,17.321428571428573,14.142857142857142,9.428571428571429,4.678571428571429,17.892857142857142,28.0,1
Gonzaga,1211,2006,80.1,27.3,57.233333333333334,5.7,15.566666666666666,19.8,25.3,12.6,25.0,14.033333333333333,13.333333333333334,7.266666666666667,2.8,18.8,30.0,1
Illinois,1228,2006,69.96774193548387,25.612903225806452,56.12903225806452,7.354838709677419,20.258064516129032,11.387096774193548,17.967741935483872,12.451612903225806,23.548387096774192,15.096774193548388,12.35483870967742,6.225806451612903,2.5161290322580645,17.387096774193548,31.0,1
Indiana,1231,2006,71.17241379310344,25.20689655172414,54.827586206896555,8.689655172413794,21.96551724137931,12.068965517241379,17.275862068965516,10.0,23.93103448275862,14.96551724137931,14.620689655172415,6.310344827586207,2.3793103448275863,18.20689655172414,29.0,1
LSU,1261,2006,74.76666666666667,27.7,58.266666666666666,4.333333333333333,12.833333333333334,15.033333333333333,21.5,13.9,26.333333333333332,15.733333333333333,15.566666666666666,8.466666666666667,6.266666666666667,15.666666666666666,30.0,1
Montana,1285,2006,78.14814814814815,27.814814814814813,56.851851851851855,7.444444444444445,19.444444444444443,15.074074074074074,21.14814814814815,11.074074074074074,24.074074074074073,17.703703703703702,14.148148148148149,7.296296296296297,2.925925925925926,18.814814814814813,27.0,1
Tennessee,1397,2006,81.32142857142857,28.857142857142858,61.857142857142854,8.892857142857142,22.607142857142858,14.714285714285714,21.0,11.535714285714286,21.821428571428573,17.214285714285715,12.964285714285714,10.214285714285714,3.0357142857142856,18.0,28.0,1
Texas A&M,1401,2006,69.20689655172414,23.551724137931036,52.3448275862069,6.551724137931035,18.275862068965516,15.551724137931034,23.03448275862069,10.379310344827585,21.310344827586206,16.75862068965517,13.413793103448276,8.655172413793103,2.9655172413793105,21.586206896551722,29.0,1
UCLA,1417,2006,68.57575757575758,24.393939393939394,50.75757575757576,6.2727272727272725,17.575757575757574,13.515151515151516,19.21212121212121,10.878787878787879,22.09090909090909,14.06060606060606,14.545454545454545,5.636363636363637,2.757575757575758,16.151515151515152,33.0,1
Washington,1449,2006,82.4,30.1,63.43333333333333,6.566666666666666,18.0,15.633333333333333,20.9,14.833333333333334,23.033333333333335,16.533333333333335,15.033333333333333,7.933333333333334,3.5,18.933333333333334,30.0,1
WI Milwaukee,1454,2006,73.53571428571429,25.642857142857142,58.714285714285715,6.571428571428571,19.464285714285715,15.678571428571429,22.678571428571427,14.321428571428571,23.892857142857142,12.5,13.785714285714286,6.785714285714286,2.9285714285714284,19.428571428571427,28.0,1
Wichita St,1455,2006,68.3225806451613,23.774193548387096,53.87096774193548,6.741935483870968,18.193548387096776,14.03225806451613,19.322580645161292,11.838709677419354,25.032258064516128,14.96774193548387,12.903225806451612,5.290322580645161,1.8387096774193548,15.451612903225806,31.0,1
Arizona,1112,2006,72.93548387096774,27.29032258064516,61.70967741935484,4.258064516129032,13.483870967741936,14.096774193548388,20.129032258064516,13.612903225806452,20.903225806451612,14.774193548387096,13.483870967741936,9.870967741935484,3.774193548387097,16.483870967741936,31.0,1
Bradley,1133,2006,71.53333333333333,26.1,58.733333333333334,5.566666666666666,16.933333333333334,13.766666666666667,19.166666666666668,12.6,25.1,16.533333333333335,15.2,9.2,4.833333333333333,18.733333333333334,30.0,1
Bucknell,1137,2006,66.3103448275862,23.0,48.827586206896555,6.0344827586206895,15.586206896551724,14.275862068965518,20.655172413793103,9.310344827586206,22.379310344827587,14.586206896551724,14.482758620689655,8.724137931034482,1.6896551724137931,17.551724137931036,29.0,1
Connecticut,1163,2006,81.33333333333333,29.066666666666666,62.1,5.3,14.8,17.9,25.5,16.3,28.666666666666668,15.933333333333334,14.2,6.633333333333334,9.333333333333334,15.4,30.0,1
George Mason,1206,2006,69.4,25.733333333333334,53.2,5.933333333333334,16.866666666666667,12.0,17.966666666666665,10.1,24.8,15.166666666666666,13.2,7.3,3.533333333333333,15.4,30.0,1
Georgetown,1207,2006,66.66666666666667,23.966666666666665,50.8,6.9,19.133333333333333,11.833333333333334,16.8,10.7,21.9,15.533333333333333,11.733333333333333,6.033333333333333,3.533333333333333,14.933333333333334,30.0,1
